Country,Survey,Pop Class,Foodex L1,Metrics,Nr Subjetcs,Nr Consumers,Mean,STD,P5,P10,Median,P95,P97.5,P99,Comment
Belgium,Diet National 2004,Adults,Herbs. spices and condiments,A.01.001580,1.292,1.080,33.77,44.76,0.00,0.00,17.80,127.75,163.50,212.35, 
Belgium,Diet National 2004,Adults,Food for infants and small children,A.01.001715,1.292,14,0.35,5.17,0.00,0.00,0.00,0.00,0.00,12.50, 
Belgium,Diet National 2004,Adults,Products for special nutritional use,A.01.001748,1.292,124,6.49,40.42,0.00,0.00,0.00,20.00,45.00,250.00, 
Belgium,Diet National 2004,Adults,Composite food (including frozen products),A.01.001789,1.292,763,105.11,134.17,0.00,0.00,38.50,393.75,459.40,544.75, 
Belgium,Diet National 2004,Adults,Snacks. desserts. and other foods,A.01.001877,1.292,449,19.51,42.04,0.00,0.00,0.00,92.50,125.00,166.50, 
Belgium,Diet National 2004,Elderly,Grains and grain-based products,A.01.000001,511,511,199.04,109.65,67.50,91.00,175.00,420.00,478.45,516.75, 
Belgium,Diet National 2004,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,511,486,127.08,94.25,1.20,22.50,109.70,318.30,355.20,404.35, 
Belgium,Diet National 2004,Elderly,Starchy roots and tubers,A.01.000467,511,466,129.19,88.31,0.00,23.50,117.55,304.00,325.50,363.00, 
Belgium,Diet National 2004,Elderly,Legumes. nuts and oilseeds,A.01.000486,511,157,17.14,34.71,0.00,0.00,0.00,85.50,119.00,150.00, 
Belgium,Diet National 2004,Elderly,Fruit and fruit products,A.01.000544,511,470,164.79,146.66,0.00,10.00,131.80,424.00,487.45,723.10, 
Belgium,Diet National 2004,Elderly,Meat and meat products (including edible offal),A.01.000727,511,495,118.65,76.62,15.00,35.90,110.10,257.30,312.25,354.50, 
Belgium,Diet National 2004,Elderly,Fish and other seafood (including amphibians. rept,A.01.000876,511,196,28.35,48.51,0.00,0.00,0.00,126.00,158.00,200.00, 
Belgium,Diet National 2004,Elderly,Milk and dairy products,A.01.000948,511,490,144.24,140.13,5.25,19.50,100.00,440.15,502.50,633.50, 
Belgium,Diet National 2004,Elderly,Eggs and egg products,A.01.001252,511,167,8.89,18.61,0.00,0.00,0.00,50.00,61.50,79.50, 
Belgium,Diet National 2004,Elderly,Sugar and confectionary,A.01.001267,511,388,17.40,21.08,0.00,0.00,10.50,54.00,76.45,95.50, 
Belgium,Diet National 2004,Elderly,Animal and vegetable fats and oils,A.01.001346,511,508,44.30,36.98,4.25,10.45,37.25,106.90,134.70,199.30, 
Belgium,Diet National 2004,Elderly,Fruit and vegetable juices,A.01.001394,511,149,38.71,82.01,0.00,0.00,0.00,214.30,250.00,300.75, 
Belgium,Diet National 2004,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,511,498,617.08,362.90,125.00,200.00,562.50,1.262.50,1.475.00,1.675.00, 
Belgium,Diet National 2004,Elderly,Alcoholic beverages,A.01.001534,511,302,199.41,319.72,0.00,0.00,62.50,812.50,1.187.50,1.500.00, 
Belgium,Diet National 2004,Elderly,Drinking water (water without any additives except,A.01.001573,511,440,551.61,506.71,0.00,0.00,420.50,1.525.00,1.812.50,2.014.61, 
Belgium,Diet National 2004,Elderly,Herbs. spices and condiments,A.01.001580,511,394,23.30,32.66,0.00,0.00,11.40,93.61,121.20,163.05, 
Belgium,Diet National 2004,Elderly,Food for infants and small children,A.01.001715,511,2,0.04,0.64,0.00,0.00,0.00,0.00,0.00,0.00, 
Belgium,Diet National 2004,Elderly,Products for special nutritional use,A.01.001748,511,50,3.81,28.61,0.00,0.00,0.00,20.00,27.50,52.50, 
Belgium,Diet National 2004,Elderly,Composite food (including frozen products),A.01.001789,511,352,141.79,139.35,0.00,0.00,131.25,378.75,525.00,576.25, 
Belgium,Diet National 2004,Elderly,Snacks. desserts. and other foods,A.01.001877,511,150,18.12,39.25,0.00,0.00,0.00,90.00,125.00,157.50, 
Belgium,Diet National 2004,Very elderly,Grains and grain-based products,A.01.000001,704,702,189.83,101.63,66.40,82.50,173.18,356.45,429.50,504.50, 
Belgium,Diet National 2004,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,704,640,106.58,92.44,0.00,3.80,90.00,267.65,332.00,418.55, 
Belgium,Diet National 2004,Very elderly,Starchy roots and tubers,A.01.000467,704,638,127.92,91.91,0.00,15.00,115.55,304.00,354.50,449.00, 
Belgium,Diet National 2004,Very elderly,Legumes. nuts and oilseeds,A.01.000486,704,168,12.46,29.78,0.00,0.00,0.00,72.00,102.50,135.00, 
Belgium,Diet National 2004,Very elderly,Fruit and fruit products,A.01.000544,704,634,163.00,144.14,0.00,2.00,140.65,421.25,542.70,620.30, 
Belgium,Diet National 2004,Very elderly,Meat and meat products (including edible offal),A.01.000727,704,680,109.76,65.09,13.00,34.00,105.45,229.15,277.25,298.65, 
Belgium,Diet National 2004,Very elderly,Fish and other seafood (including amphibians. rept,A.01.000876,704,248,23.81,42.75,0.00,0.00,0.00,122.00,142.50,164.50, 
Belgium,Diet National 2004,Very elderly,Milk and dairy products,A.01.000948,704,675,144.59,131.53,7.95,21.50,106.85,388.00,477.05,568.90, 
Belgium,Diet National 2004,Very elderly,Eggs and egg products,A.01.001252,704,224,8.79,19.89,0.00,0.00,0.00,50.40,67.50,100.00, 
Belgium,Diet National 2004,Very elderly,Sugar and confectionary,A.01.001267,704,498,15.72,21.34,0.00,0.00,9.00,60.90,69.45,90.00, 
Belgium,Diet National 2004,Very elderly,Animal and vegetable fats and oils,A.01.001346,704,702,45.79,36.23,4.75,9.30,38.88,109.45,130.75,158.65, 
Belgium,Diet National 2004,Very elderly,Fruit and vegetable juices,A.01.001394,704,178,34.29,78.77,0.00,0.00,0.00,200.00,250.60,375.00, 
Belgium,Diet National 2004,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,704,691,553.56,312.69,150.00,200.00,500.00,1.100.00,1.312.50,1.512.50, 
Belgium,Diet National 2004,Very elderly,Alcoholic beverages,A.01.001534,704,396,142.35,212.22,0.00,0.00,62.50,552.30,750.00,887.50, 
Belgium,Diet National 2004,Very elderly,Drinking water (water without any additives except,A.01.001573,704,596,449.86,407.42,0.00,0.00,350.93,1.204.84,1.460.75,1.750.00, 
Belgium,Diet National 2004,Very elderly,Herbs. spices and condiments,A.01.001580,704,516,18.27,28.00,0.00,0.00,7.95,81.65,102.35,113.85, 
Belgium,Diet National 2004,Very elderly,Food for infants and small children,A.01.001715,704,6,0.27,4.86,0.00,0.00,0.00,0.00,0.00,0.00, 
Belgium,Diet National 2004,Very elderly,Products for special nutritional use,A.01.001748,704,84,3.57,16.70,0.00,0.00,0.00,21.00,37.50,62.50, 
Belgium,Diet National 2004,Very elderly,Composite food (including frozen products),A.01.001789,704,503,157.59,142.46,0.00,0.00,131.25,393.75,511.90,598.75, 
Belgium,Diet National 2004,Very elderly,Snacks. desserts. and other foods,A.01.001877,704,202,21.46,47.22,0.00,0.00,0.00,125.00,166.50,224.00, 
Belgium,Regional Flanders,Toddlers,Grains and grain-based products,A.01.000001,36,36,126.24,48.46,62.67,63.86,124.42,230.81,250.83,250.83,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,36,34,53.82,30.73,0.00,9.33,54.53,87.53,142.00,142.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Starchy roots and tubers,A.01.000467,36,34,84.25,51.48,0.00,18.83,85.83,181.67,183.33,183.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Legumes. nuts and oilseeds,A.01.000486,36,5,2.54,7.00,0.00,0.00,0.00,22.50,28.33,28.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Fruit and fruit products,A.01.000544,36,30,98.40,83.11,0.00,0.00,84.75,257.67,316.67,316.67,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Meat and meat products (including edible offal),A.01.000727,36,36,50.64,54.77,4.98,6.29,40.73,94.00,331.00,331.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Fish and other seafood (including amphibians. rept,A.01.000876,36,12,6.19,11.40,0.00,0.00,0.00,25.00,54.00,54.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Milk and dairy products,A.01.000948,36,36,446.16,259.19,40.83,143.33,378.50,984.67,1.059.67,1.059.67,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Eggs and egg products,A.01.001252,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Sugar and confectionary,A.01.001267,36,33,30.22,30.33,0.00,2.67,20.50,102.47,107.67,107.67,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Animal and vegetable fats and oils,A.01.001346,36,34,8.27,8.81,0.00,0.67,6.25,18.17,46.33,46.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Fruit and vegetable juices,A.01.001394,36,29,198.03,163.97,0.00,0.00,180.00,543.33,570.00,570.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,36,22,120.49,133.52,0.00,0.00,87.50,375.00,500.00,500.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Alcoholic beverages,A.01.001534,36,1,0.37,2.22,0.00,0.00,0.00,0.00,13.33,13.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Drinking water (water without any additives except,A.01.001573,36,32,153.13,144.70,0.00,0.00,126.42,501.05,562.33,562.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Herbs. spices and condiments,A.01.001580,36,28,12.55,14.95,0.00,0.00,8.56,37.24,70.83,70.83,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Food for infants and small children,A.01.001715,36,24,29.15,90.00,0.00,0.00,7.83,257.50,492.00,492.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Products for special nutritional use,A.01.001748,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Composite food (including frozen products),A.01.001789,36,36,98.72,62.63,11.82,22.67,86.50,196.67,239.33,239.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Toddlers,Snacks. desserts. and other foods,A.01.001877,36,18,22.94,35.31,0.00,0.00,3.33,125.00,125.00,125.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Belgium,Regional Flanders,Other children,Grains and grain-based products,A.01.000001,625,625,137.26,48.66,72.00,81.83,133.50,224.00,254.83,292.37, 
Belgium,Regional Flanders,Other children,Vegetables and vegetable products (including fungi,A.01.000317,625,595,61.20,46.34,3.33,13.54,51.67,149.67,181.00,226.67, 
Belgium,Regional Flanders,Other children,Starchy roots and tubers,A.01.000467,625,616,78.94,44.17,20.00,30.00,70.00,166.67,186.67,210.00, 
Belgium,Regional Flanders,Other children,Legumes. nuts and oilseeds,A.01.000486,625,91,2.17,6.77,0.00,0.00,0.00,16.67,22.67,29.17, 
Belgium,Regional Flanders,Other children,Fruit and fruit products,A.01.000544,625,556,100.45,83.78,0.00,0.00,86.67,266.50,289.83,365.33, 
Belgium,Regional Flanders,Other children,Meat and meat products (including edible offal),A.01.000727,625,606,47.74,32.12,6.00,10.61,44.16,109.36,120.33,144.62, 
Belgium,Regional Flanders,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,625,197,9.07,16.08,0.00,0.00,0.00,41.67,53.33,71.00, 
Belgium,Regional Flanders,Other children,Milk and dairy products,A.01.000948,625,619,428.20,241.22,52.50,101.67,416.67,835.00,980.33,1.081.33, 
Belgium,Regional Flanders,Other children,Eggs and egg products,A.01.001252,625,5,0.03,0.69,0.00,0.00,0.00,0.00,0.00,0.00, 
Belgium,Regional Flanders,Other children,Sugar and confectionary,A.01.001267,625,583,29.36,27.81,0.00,3.67,21.33,85.50,98.33,119.00, 
Belgium,Regional Flanders,Other children,Animal and vegetable fats and oils,A.01.001346,625,577,8.66,7.80,0.00,0.33,6.83,23.67,27.17,30.83, 
Belgium,Regional Flanders,Other children,Fruit and vegetable juices,A.01.001394,625,490,173.89,181.67,0.00,0.00,133.33,533.33,616.67,845.50, 
Belgium,Regional Flanders,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,625,423,133.25,171.35,0.00,0.00,75.00,450.00,638.33,750.00, 
Belgium,Regional Flanders,Other children,Alcoholic beverages,A.01.001534,625,19,0.56,5.66,0.00,0.00,0.00,0.00,2.33,7.67, 
Belgium,Regional Flanders,Other children,Drinking water (water without any additives except,A.01.001573,625,566,231.72,199.02,0.00,2.47,185.50,607.70,703.67,877.00, 
Belgium,Regional Flanders,Other children,Herbs. spices and condiments,A.01.001580,625,450,10.36,13.47,0.00,0.00,5.50,38.00,48.50,60.83, 
Belgium,Regional Flanders,Other children,Food for infants and small children,A.01.001715,625,372,14.03,46.13,0.00,0.00,5.00,32.17,50.67,270.00, 
Belgium,Regional Flanders,Other children,Products for special nutritional use,A.01.001748,625,2,0.07,1.37,0.00,0.00,0.00,0.00,0.00,0.00, 
Belgium,Regional Flanders,Other children,Composite food (including frozen products),A.01.001789,625,605,99.46,77.26,10.00,16.83,83.33,243.67,284.83,324.33, 
Belgium,Regional Flanders,Other children,Snacks. desserts. and other foods,A.01.001877,625,339,26.09,38.70,0.00,0.00,6.67,108.33,138.67,166.67, 
Bulgaria,NUTRICHILD,Infants,Grains and grain-based products,A.01.000001,859,464,30.31,39.50,0.00,0.00,7.50,108.27,130.17,150.10, 
Bulgaria,NUTRICHILD,Infants,Vegetables and vegetable products (including fungi,A.01.000317,859,439,23.21,37.95,0.00,0.00,0.38,104.34,123.67,159.48, 
Bulgaria,NUTRICHILD,Infants,Starchy roots and tubers,A.01.000467,859,333,15.34,29.02,0.00,0.00,0.00,68.73,92.50,127.50, 
Bulgaria,NUTRICHILD,Infants,Legumes. nuts and oilseeds,A.01.000486,859,100,2.11,7.88,0.00,0.00,0.00,18.00,26.32,40.00, 
Bulgaria,NUTRICHILD,Infants,Fruit and fruit products,A.01.000544,859,345,25.92,44.17,0.00,0.00,0.00,122.70,150.39,182.34, 
Bulgaria,NUTRICHILD,Infants,Meat and meat products (including edible offal),A.01.000727,859,302,13.15,23.23,0.00,0.00,0.00,65.96,83.34,100.14, 
Bulgaria,NUTRICHILD,Infants,Fish and other seafood (including amphibians. rept,A.01.000876,859,15,0.46,4.24,0.00,0.00,0.00,0.00,0.00,19.50, 
Bulgaria,NUTRICHILD,Infants,Milk and dairy products,A.01.000948,859,726,140.91,193.00,0.00,0.00,34.78,567.13,655.00,747.50, 
