area,branch,name,postalCode,street
Hoyerswerda,,GAtAS GmbH,02977,Käthe-Niederkirchner-Str. 30
Dresden,,GateFortyTwo GmbH,01159,Tharandter Str. 13
Leipzig,,GAT Handels GmbH,04356,Messe-Allee 2
Dresden,,Gasversorgung Sachsen Ost GmbH,01067,Friedrich-List-Platz 2
Pirna,,Gasversorgung Pirna Gesellschaft mit beschränkter Haftung (Neuer Firmenname: ENERGIEVERSORGUNG PIRNA GMBH),01796,Seminarstr. 18 b
Görlitz,,Gasversorgung Görlitz GmbH,02826,Demianiplatz 23
Dresden,,Gaststätte Zum Goldenen Ring Bernd Schneider GmbH,01067,Seestr. 6
Dresden,,Gaststätte Oma Kommanditgesellschaft,01157,Cossebauder Str. 15
Bad Schandau StT Porschdorf,,Gaststätte Erbgericht A. Willkommen UG (haftungsbeschränkt),01814,Hauptstr. 31
Dresden,,"Gaststätte ""Zur Elbinsel"" UG (haftungsbeschränkt)",01259,Wilhelm-Weitling-Str. 41z
Dresden,,"Gaststätte ""Astloch"" UG (haftungsbeschränkt)",01277,Altenberger Str. 22
Dresden,,Gastrovent Dresden Verwaltungs UG (haftungsbeschränkt),01139,Kaditzer Str. 32
Riesa,,Gastroservice Selle GmbH,01591,Gröbaer Str. 1a
Dresden,,GASTROTECH Vertriebs GmbH (Neuer Firmenname: FINANZSERVICE COBAN GmbH),01309,Eisenacher Str. 15
Radeburg,,"Gastronomisches Bildungszentrum Dresden GmbH (Neuer Firmenname: Quadriga Verwaltungs GmbH. Neuer Sitz: Radeburg. Geschäftsanschrift: An den Ziegeleien 10, 01471 Radeburg)",01471,An den Ziegeleien 10
Dresden,,GASTROPACK UG (haftungsbeschränkt),01097,Königstr. 8
Rothenburg,,GASI Global Aviation Services Interior GmbH,02929,Friedensstr. 113
Neugersdorf,,Gartenbau Wünsche GmbH,02727,Frauenstr. 8
Dresden,,Gastronomie Wilsdruffer Straße GmbH,01067,Wilsdruffer Str. 22
Radebeul,,Gastronomie Inside Dresden GmbH,01445,Niederwarthaer Str. 14
Radebeul,,Gastronomia GmbH & Co. KG,01445,Meißner Str. 30
Dresden,,Gastronomie Theaterplatz GmbH,01067,Theaterplatz 2
Görlitz,,GastroManagement Restaurant Zum Pferdestall GmbH (Neuer Firmenname: P.A. Gastro-Management GmbH),02826,Obermarkt 27
Dresden,,Gastrolavista UG (haftungsbeschränkt),01099,Werner-Hartmann-Str. 1
Radebeul,,Gastroitalia-Einrichtungs GmbH,01445,Seestr. 14
Leipzig,,GastroEvents Gastronomie- und Veranstaltungsorganisations GmbH,04347,Kamenzer Str. 10 a
Sonthofen,,GastroEvents Gastronomie- und Veranstaltungsorganisations GmbH,87527,Hindelangerstr. 2
Dresden,,Gastrofonie Event & Catering GmbH,01139,Peschelstr. 33
Coswig,,Gastrodienstleistungen Tiroke UG (haftungsbeschränkt),01640,Am Talkenberger Hof 15
Görlitz,,Gastrobetriebe Dinger,02828,Florinusweg 5
Kreischa,,Garten- und Landschaftsbau Klemm UG (haftungsbeschränkt),01731,Dippoldiswalder Str. 17
Niesky,,Garten- und Landschaftsbau Halke UG (haftungsbeschränkt),02906,Bautzener Str. 9
Ruppersdorf,,Garten- und Landschaftsbau Gottfried Kohl,02747,Am Kottmar 10
Dresden,,2012 Holding GmbH,01326,Schevenstr. 3
Dresden,,2. Marienallee 10 Dresden Immobilien GmbH,01257,Sobrigauer Weg 5
Zittau,,2. Sächsische Landesgartenschau Zittau/Olbersdorf 1999 GmbH (Neuer Firmenname: Städtische Dienstleistungs-GmbH Zittau),02763,Friedensstr. 17
Dresden,,2. ELSA Beteiligungs UG (haftungsbeschränkt),01307,Neubertstraße 23a
Wilsdruff STT Kesselsdorf,,2-rad Reichmann e.K.,01723,Grumbacher Str. 2 a
Lauta,,2 R Technologie GmbH,02991,Johann-Sebastian-Bach-Str. 10 b
Lauta,,2 R Solar GmbH & Co. Technologie KG,02991,J.-S.-Bach-Str. 10 b
Hoyerswerda,,GB Flachdach GmbH,02977,Ackerstr. 12
Lauta,,2 R Solar GmbH (Neuer Firmenname: 2 R Technologie GmbH),02991,Johann-Sebastian-Bach-Str. 10 b
Dresden,,GC Gastro Cultur GmbH,01109,Langebrücker Str. 8
Dresden,,GBU Generale Bauunternehmung GmbH,90429,Glockdonstr. 29
Bautzen,,GBW Gebäudereinigung Johann Weber eine Zweigniederlassung der TOP Gebäudereinigung Sachsen GmbH,02625,Mättigstr. 3
Wedemark,,GBV Gesellschaft für Baubetreuung-Verwaltung-Service mbH,30900,Müllerweg 6
Boxberg,,GBT GmbH Gartenbau- und Beteiligung,02943,An den Gewächshäusern 1
Laasdorf,,GBT Gartenbau- und Beteiligungsgesellschaft Boxberg mbH,07646,Im Erlicht 9
Dresden,,GBS Sportwagenwerk GmbH & Co. KG,01328,An der Prießnitzaue 32
Dresden,,GBS GmbH,01109,Marsdorfer Str. 5
Radeberg OT Großerkmannsdorf,,GBS Elektronik GmbH,01454,Bautzner Landstr. 22
Dresden,,GBP Deutschland KG,01069,Wiener Platz 6
Ostritz,,GBO Grundbesitzgesellschaft Ostritz UG (haftungsbeschränkt),02899,Markt 5
Dresden,,GBI-Gesellschaft zur Bewertung von Immobilienbesitz mbH (Neuer Firmenname: VALENTINO BUGADI INTERNATIONAL GmbH),01099,Hoyerswerdaer Str. 33
Heidenau,,GBit e. K. - Inhaber Uwe Bieneck,01809,Gabelsbergerstraße 4
Dresden,,GBI German Brands Invest GmbH,01277,Basteistr. 5
Dippoldiswalde,,GBH-Vermietungsgesellschaft UG (haftungsbeschränkt),01744,Planberg 7
Dippoldiswalde,,GBH - Glashütter Baumaschinen Handel,01744,Planberg 7
Niesky,,GBG GmbH,02926,Schenkendorfstr. 17
Dresden,,GbD Gleisbaudienstleistungen GmbH,01277,Enderstr. 94
Gröditz,,GBD - Gröditzer Beräumungs-Dienst UG (haftungsbeschränkt),01609,Am Güterbahnhof 3
Coswig,,GBD Generalbau Dresden GmbH,01640,Dresdner Str. 136
Dresden,,GBG Dresden Gebäudeverwaltung und Baumanagement GmbH,01067,Friedrichstr. 22
Bautzen,,GBB Grundbau Bautzen GmbH,02625,Boblitzer Str. 21
Dresden,,GB Hoch- und Tiefbau GmbH & Co. KG,01187,Grenzallee 39
Dresden,,GB Gastronomieservice UG (haftungsbeschränkt),01099,Louisenstr. 67
Chemnitz,,GBA Gesellschaft für Beschäftigungsentwicklung und Arbeitsförderung mbH,09114,Walter-Meusel-Str. 3
Döbern,,GB Görner Bedachung GmbH,03159,Muskauer Str. 8
Dresden,,GB Garten- und Landschaftsbau,01187,Grenzallee 39
Dresden,,Gazeta Landhäuser UG (haftungsbeschränkt) & Co. KG,01099,Rothenburger Str. 11
Merzdorf,,Gazcamp GmbH,04932,Am Wald 19
Dresden,,GAWATEC GmbH Gartenbautechnik-Bewässerung-Klimaregelung,01156,Ockerwitzer Dorfstr. 7
Großräschen,,GAW Gesellschaft für Abfall- und Wertstoffvermittlung UG (haftungsbeschränkt),01983,Käthe-Kollwitz-Str. 14
Olbersdorf,,Gavle GmbH,02785,August-Bebel-Str. 6 A
Moritzburg,,GAVI GmbH,01468,Prof-von-Fink-Str.4
Priestewitz OT Kmehlen,,Gävernitzer Hopfen GmbH,01561,Gävernitzer Landstraße 1
Dresden,,Gava Verwaltungs GmbH,01097,Hauptstraße 2 a
Dresden,,Gava Eis & Konditorei GmbH,01139,Franz-Lehmann-Straße 20
Klingenberg OT Ruppendorf,,GAV Getreideaufbereitungs- und Vermarktungsgesellschaft mbH,01774,Paulsdorfer Str. 7
Pirna,,1st-mould GmbH,01796,Braudenstr. 1
Berlin,,1stbid Beteiligungs GmbH,10117,Friedrichstr. 171
Leutersdorf,,1a-Meisterbau GmbH,02794,Folge 1
Radebeul,,1A-Wohnbau GmbH (Neuer Firmenname: AO Projekt Wohnbau GmbH),01445,Meißner Str. 54
Dresden,,1A Vertriebs Unternehmergesellschaft (haftungsbeschränkt) (Neuer Firmenname: Optimus Living GmbH),01067,Könneritzstr. 3
Görlitz,,1a Solutions GmbH,02826,Grüner Graben 2
Dresden,,"1a Karriere GmbH (Neuer Firmenname: Aventi GmbH. Neuer Sitz: Dresden. Geschäftsanschrift: Jahnstr. 1, 01067 Dresden)",01067,Jahnstr. 1
Dresden,,1a Autoservice Lutz Dietrich e.K.,01097,Großenhainer Str. 13
Dresden,,1a Autoservice Dietrich GmbH,01097,Großenhainer Str. 13
Kirschau,,1a Autoservice Karsten Grellert GmbH (Neuer Firmenname: Autohaus Grellert GmbH),02681,Bautzener Straße 31
Großenhain,,1a - Zeitarbeit GmbH (Neuer Firmenname: 1a Karriere GmbH),01558,Gabelsberger Str. 10
Dresden,,123 SmartEnergy GmbH,01067,Ostra-Allee 9
Riesa,,1001 IT-Solutions GmbH,01587,Speicherstr. 4a
Dresden,,1001 Philalethes Veranstaltungs-UG (haftungsbeschränkt),01067,Weißeritzstr. 3
Riesa,,1001 Artikel Medical GmbH,01587,Speicherstr. 4 B
Dresden,,GEBR Ihle Bildguss GmbH,01099,An der Schleife 11 A
Berlin,,GEBO Bioenergie AG & Co. Biogaskraftwerk Zittau KG,10179,Holzmarktstr. 10
Riesa,,1001 Green Products GmbH,01587,Speicherstr. 4 B
Dresden,,100%Pflege.Steuerberatungsgesellschaft mbH,01109,Kieler Str. 1
Haselbachtal,,Gebler & Tokner GmbH,01920,Elstraer Str. 4
Dresden,,Gebhardt Gebäudemanagement UG (haftungsbeschränkt),01257,Rottwerndorfer Str. 3
Dohma,,Gebauer Verwaltungs GmbH,01796,Hohe Str. 7
Struppen,,Gebäudetechnik Reichel e. K.,01706,Wehlener Str. 6
Ostritz,,Gebäudetechnik HerBella UG (haftungsbeschränkt),02899,Klosterstr. 48
Dresden,,Gebäudeservice M + G UG (haftungsbeschränkt),01139,Sternstr. 14
Löbau,,Gebäudetechnik HLS GmbH (Neuer Firmenname: Reinsch Immobilien GmbH),02708,Bahnhofstraße 9
Dresden,,Gebäudereinigung und Dienstleistungsservice Böhme UG (haftungsbeschränkt),01279,Kipsdorfer Str. 151
München,,Gebäudereinigung DE Top-Service GmbH,81829,Stahlgruberring 7 a
Ebersbach-Neugersdorf,,Gebäudereinigung Rainer Peschel e.Kfm. Inhaber Herr Rainer Peschel,02727,Neuwalder Str. 13
Meißen,,Gebäudereinigung Gauglitz GmbH (Neuer Firmenname: Kanig Verwaltungs- und Beratungsgesellschaft mbH),01662,Oberspaarer Str. 34
Radebeul,,Gebäudereinigung Berger UG (haftungsbeschränkt),01445,Winzerstr. 78A
Dresden,,Gebäudedienste TS GmbH,01129,Industriestr. 21
Dresden,,Gebäude-Technik-Dresden GmbH,01309,Stübelallee 49c
Hoyerswerda,,Gebäude-Service-Center-Joachim Scholz e.K.,02977,Ackerstr. 17
Warstein,,GE-Mahlwinkel Energy GmbH & Co. KG,59581,Möhnestr. 142
Dresden,,GE-Heimrath Unternehmergesellschaft (haftungsbeschränkt),01277,Ermelstr. 8
Herford,,GDW Gesellschaft für Baubetreuungs- und Sanierungsmaßnahmen mbH,32052,Augustastr. 9
Dresden,,GDW Gästehäuser für die Dresdner Wissenschaft GmbH,01062,Mommsenstr. 13
Bielefeld,,GDW Beteiligungs GmbH & Co. KG,33617,Im Buchenwalde 1
Ringelai,,GDA,94160,Neidberg 14
Radeberg,,GDS Gastronomische Dienstleistungs- und Service GmbH,01454,Heidestraße 70
Dresden,,GD - PROJEKTIERUNG Günthermann & Decker GmbH,01259,Heidenauer Str. 23
Berlin,,GDI GmbH,14167,Mühlenstr. 8 a
Dresden,,GD - Die Planer GmbH,01067,Könneritzstr. 29
Neukirch OT Schmorkau,,GCR Global Commodity Resources UG (haftungsbeschränkt),01936,Rosenweg 4
Dresden,,GC Hotelbetriebs-GmbH,01109,Hellerstr. 59 - 61
Radebeul,,GC Gastro Culture GmbH (Neuer Firmenname: BioreEnergy GmbH),01445,Maxim-Gorki-Str. 2
Weißwasser,,1.Silesia Immobilien GmbH,02943,Mühlenstr. 6
Dresden,,GCC Center GmbH,01189,Döbraer Str. 4
Neukirch,,1. Segelclub Partwitzer See e.V.,01904,Bahnhofstr. 3b
,,1. Tischfußball Verein Dresden e.V.,,
Bautzen,,1. Vermögensverwaltung Zwickau Leipziger Straße 222 GmbH (Neuer Firmenname: A4RES Advisory GmbH),02625,Wilthener Str. 39
,,1. Roundnet Club Dresden e.V.,,
Freital,,Gebäudeservice Gebr. Brochlitz GmbH,01705,Pfarrer-Wolf-Str. 9
,,1. Ostdeutscher Polizei Eishockey Verein e.V.,,
Dresden,,1. HSC Minerva Dresden 09 e.V.,01217,Gostritzer Weg 3
Dresden,,1. Lasergame Dresden e.V.,01326,Friedrich-Wieck-Str. 19
Dresden,,1. grünzeugs Betriebs UG (haftungsbeschränk),01099,Pulsnitzer Str. 6
Görlitz,,1. Garde-Corps der Spielleute zu Görlitz e.V.,02826,Lutherstr. 22
Berlin,,1. NF Immobilien - Gesundheitsfonds KG,13156,Blankenburger Str. 129-141
Dresden,,1. Marienallee 10 Dresden Immobilien GmbH,01257,Sobrigauer Weg 5
Großschweidnitz,,Gedenkstätte Großschweidnitz e.V.,02708,Friedhofsweg
Dresden,,GEDAD Beteiligungs- und Verwaltungs-GmbH,01307,Fiedlerstr. 36
Radebeul,,gedikas GmbH,01445,Kötitzer Str. 25 a
Leipzig,,GED Gesellschaft für Eigentumsschutz und Dienstleistungen mbH Dresden,04158,Poststr. 13
Zittau,,GECO GmbH,02763,Christian-Keimann-Str. 44a
Dresden,,Gebrüder Mielke Bau GmbH,01279,Ankerstraße 1
Stolpen OT Rennersdorf-Neudörfel,,Gebrüder Kramer GmbH & Co. Besitz KG,01833,Alte Hauptstr. 16
Nossen,,Gebrüder Jehmlich GmbH Mühlenbau und Maschinenfabrik,01683,Waldheimer Str. 210
Wilsdruff,,Gebrüder Hartmann GmbH & Co. Grundstücksverwertungs KG,01723,Freiberger Str. 58
Preuschwitz,,Gebrüder Hänsel GmbH,02692,Bautzner Str. 6a
Görlitz,,Gebrüder Geisler GmbH & Co. KG,02827,Friesenstr. 3
Beiersdorf,,Gebrüder Frindt GmbH,02736,Löbauer Str. 121 a
Hamm,,Gebrüder Brandis Beteiligungs GmbH (Neuer Firmenname: Stahlhammer Bommern GmbH),59077,Carl-Zeiss-Straße 7
Klipphausen,,Gebrauchtgeräte-Zentrum Dresden Verwaltungs-GmbH,01665,Hamburger Ring 3
Klipphausen,,Gebrauchtgeräte-Zentrum Dresden GmbH & Co.KG,01665,Hamburger Ring 3
Klipphausen,,Gebrauchtgeräte-Zentrum Dresden AG & Co.KG,01665,Hamburger Ring 3
Bautzen,,Gebraucht Treppenlifte 24 GmbH,02625,Clara-Zetkin-Str. 14
Radebeul,,Gebr. Weber Verwaltungs GmbH,01445,Altkötzschenbroda 66
Radebeul,,Gebr. Weber Projekt 2 GmbH & Co. KG,01445,Altkötzschenbroda 66
Radebeul,,Gebr. Weber Projekt 1 GmbH & Co. KG,01445,Altkötzschenbroda 59a
Freital,,Gebr. Uhlmann GmbH,01705,Burgwartstr. 69
Böhla bei Ortrand,,Gebr. Hofreiter GmbH,01561,Dorfstraße 14
Dohna,,Gebr. Biermann Haustechnik GmbH,01809,Sürßen Nr. 4
Pirna,,1. Fußballclub Pirna e.V.,01796,Alt-Rottwerndorf Nr. 5
Coswig OT Sörnewitz,,1. FC Coswig 2011 e.V.,01640,Kahlhügelweg 31
Dresden,,1. ELSA Beteiligungs UG (haftungsbeschränkt),01307,Neubertstr. 23a
Dresden,,1. Dresdner Schwimmgemeinschaft e.V.,01159,Gambrinusstr. 2
Cunewalde OT Weigsdorf-Köblitz,,1. Dart Club Cunewalde e.V.,02733,Oberlausitzer Str. 14
Mittweida,,1. Beteiligungsgesellschaft IMA mbH,09648,Bahnhofstr. 67
Dresden,,1 A Immobilien GmbH,01067,Könneritzstraße 3
Radebeul,,1 MM & 1 PP - Der Discount Makler + Finanzierer - 1 MonatsMiete & 1 % Provision GmbH (Neuer Firmenname: Altus Immobilien GmbH),01445,Gartenstr. 8
Dresden,,1 2 trust @ UG (haftungsbeschränkt),01129,Trachenberger Str. 20
Dresden,,01studios Unternehmergesellschaft (haftungsbeschränkt),01159,Kesselsdorfer Str. 2-6
Radebeul,,02mm Verwaltungs- u. Beteiligungs GmbH,01445,Meißner Str. 30
Dresden,,GEITH Bildhauer und Steinmetz GmbH & Co. KG,01157,Gorbitzer Straße 11
Dresden,,GEITH Verwaltungs GmbH,01157,Gorbitzer Straße 11
Bischofswerda OT Geißmannsdorf,,Geißmannsdorfer Agrar GmbH,01877,Geißmannsdorfer Str. 32a
Großenhain,,Geißler Heimtiernahrungs GmbH & Co. KG,01558,Major-von-Minckwitz-Allee 8
Ebersbach-Neugersdorf,,Geißler GmbH Bestattungen,02727,Hauptstr. 33
Görlitz,,Geisler Beteiligungs GmbH,02827,Friesenstr. 3
Großenhain,,Geißler Beteiligungs GmbH,01558,Major-von-Minckwitz-Allee 8 A
Nossen,,Geiger KG,01683,Ehrlichhof Zetta 6
Dresden,,GEIER I BINNING I STEINFELDER . Architekten PartmbB,01217,Gostritzer Str. 63
Bautzen,,Gehrke - Stienkemeier - Köpp Steuerberatungsgesellschaft mbH,02625,Wallstr. 15
Bautzen,,Gehrke & Stienkemeier Steuerberatungsgesellschaft mbH,02625,Wallstr. 15
Nossen,,Geho Fenster- und Bauelemente GmbH,01683,OT Wendischbora Vorwerkstraße 4
Heynitz,,GEHO-Fenstertechnik GmbH & Co KG,01683,Vorwerkstr. 4
Malschwitz,,GeHaGe Getreidehandel & Dienstleistung Hagen Gerber e.K.,02694,Birnenallee 18
Gelsenkirchen,,GEHG - Service GmbH,45899,Buerer Str. 80
Weißenberg,,Geha Mühlen & Back GmbH,02627,Mühlbergstr. 26
Dresden,,Gegenklang - Orchester für seltenes Repertoire e.V.,01099,Pulsnitzer Str. 1
Riesa,,GEHA Gesellschaft für Medienberatung und Hausdienstleistungen mbH (Neuer Firmenname: GEHA-MEDIA GmbH),01591,Kirchstr. 2
Dresden,,GEH8 KUNST RAUM ATELIERS gemeinnützige UG (haftungsbeschränkt),01127,Gehestr. 8
Dresden,,GEFUH - Gesellschaft für unterstütztes Hören mbH,01099,Bautzner Str. 131
Niedercunnersdorf,,Geflügelmast Niedercunnersdorf KG,02708,Am Sonnenplan 8
Seehausen,,GEG Grundstücks-Entwicklungsgesellschaft Graupa mbH,39615,Am Goldfischteich 14
Niedercunnersdorf,,"Geflügelhof Niedercunnersdorf GmbH (Neuer Firmenname: Eberbach Bioenergie GmbH. Geschäftsanschrift: Am Sonnenplan 8, 02708 Niedercunnersdorf)",02708,Am Sonnenplan 8
Dresden,,GEFM GmbH,01277,Enderstr. 94
Lommatzsch OT Schwochau,,Geflügelfarm Lommatzsch GmbH,01623,Schwochau Nr. 13
Horka,,Geflügelfarm Harthe GmbH,02923,Görlitzer Str. 9
Dresden,,GEFIS Fuger GmbH,01139,Fechnerstr. 20
,,Gefilte Fest Dresden e.V.,,
Dresden,,GEE Grundstücksverwaltung Erneuerbare Energien GmbH,01069,Schweizer Str. 3a
Dresden,,gee-whiz UG (haftungsbeschränkt),01219,August-Bebel-Str. 15c
Dresden,,GEDS Körner KG,01277,Ostrauer Str. 14
Dresden,,gedis Immobilienservice GmbH,01257,Sachsenwerkstraße 75
,,(P)Sei Pate e.V.,,
,,#Hechteck e.V.,,
Dresden,,"""ZTS Dresden GmbH & Co. KG"" Spedition für Nah- und Fernverkehr",01237,Mügelner Str. 23
Dresden,,"""www.dresdner-automarkt.de"" -GSO oHG",01159,Fröbelstraße 51 b
Winsen,,"""Woxanya"" Verwaltungs GmbH",21423,Rehkamp 39
Bautzen,,"""Wohnen Spezial"" Möbelhandels GmbH",02625,Edisonstr. 17
Görlitz,,"""WIH-POL"" Sp.z.o.o. Zweigniederlassung Görlitz",02828,Nieskyer Str. 100
Löbau,,"""WGO"" Wohnungsgenossenschaft in der Oberlausitz eG (Neuer Firmenname: WGO Wohnungsgenossenschaft in der Oberlausitz eG)",02708,Johannisstr. 2
Dresden,,"""Was hab ich?"" gemeinnützige GmbH",01309,Bertolt-Brecht-Allee 24
Dresden,,"""Walter & Rust GmbH Grünanlagen- und Grundstückspflege"" (Neuer Firmenname: Rollfeld Bros. GmbH. Geschäftsanschrift: Regerstr. 25, 01309 Dresden)",01309,Regerstr. 25
Dresden,,"""WALL-NET"" Institut für Erforschung und Konservierung von Architekturoberfläche",01307,Güntzstraße 34
Pirna,,"""VSG Pirna"" (Verein für Sport und Gesundheit Pirna) e.V.",01796,Burglehnstraße 12 a
,,Geldlehre e.V.,,
,,Gelber Elefant e.V.,,
Bannewitz,,Gelenkwellen-Service Thomas Lindner GmbH,01728,Am Bahndamm 8
Niesky,,Gemeinnützige Wohnungsbaugesellschaft Niesky mbH,02906,Horkaer Str.8
Niesky,,Gemeinnützige Wohnungsbaugesellschaft mit beschränkter Haftung (Neuer Firmenname: Gemeinnützige Wohnungsbaugesellschaft Niesky mbH),02906,Horkaer Str.8
Dresden,,Gemeinnützige Wohnungsbaugenossenschaft Zschachwitz eingetragene Genossenschaft (Neuer Firmenname: Gemeinnützige Wohnungsbaugenossenschaft Zschachwitz eG),01259,Johnsdorfer Str. 14
Dresden,,Gemeinnützige Wohnungsbaugenossenschaft Zschachwitz eG.,01259,Johnsdorfer Str. 14
Radebeul,,Gemeinnützige Wohnungsbaugenossenschaft Radebeul eG,01445,Schillerstr. 31
Lommatzsch,,Gemeinnützige Wohnungsbaugenossenschaft Lommatzsch eG,01623,Carl-Menzel-Str. 28
Heidenau,,Gemeinnützige Wohnungsbaugenossenschaft Heidenau eingetragene Genossenschaft,01809,von-Stephan-Str. 4
Görlitz,,Gemeinnützige Wohnungsbaugenossenschaft Görlitz eG,02826,Melanchthonstr. 56
Nossen,,Gemeinnützige Wohnungsbaugenossenschaft e.G. Nossen,01683,Mehnertsweg 1
Nossen,,Gemeinnützige Wohnungsbaugenossenschaft e.G. (Neuer Firmenname: Gemeinnützige Wohnungsbaugenossenschaft e.G. Nossen),01683,Friedrich-List-Straße 28
Meißen,,Gemeinnützige Wohnungsbaugenossenschaft (GWG) Meißen eG,01662,Wolyniezstr. 1
Meißen,,Gemeinnützige Wohnungsbaugenossenschaft (GWG) Meißen e.G. (Neuer Firmenname: Gemeinnützige Wohnungsbaugenossenschaft (GWG) Meißen eG),01662,Wolyniezstr. 1
Freital,,Gemeinnützige Wohnungsbaugenossenschaft Freital eG,01705,Breite Str. 9
Dresden,,Gemeinnützige Wohnungsbau-Genossenschaft Dresden-Ost e.G.,01257,Str. des 17. Juni 25/Geb. 102
Dippoldiswalde,,Gemeinnützige Seniorenwohn- und Pflegegesellschaft des Diakonischen Werkes Dippoldiswalde mbH,01744,Alte Dresdner Str. 9
Dresden,,"gemeinnützige Kinder- und Jugendhilfe - Gesellschaft ""Roter Baum"" mit beschränkter Haftung (KJHG ""Roter Baum"" mbH)",01127,Großenhainer Str. 93
Dresden,,Gemeinnützige Isis Gesellschaft für Psychohygiene mbH,01159,Emil-Ueberall-Str.22
Altenberg,,Gemeinnützige GmbH Naturbewahrung Osterzgebirge,01773,Am Bahnhof 1
Wilthen,,Gemeinnützige Baugenossenschaft Bautzen - Land eG,02681,Pichoweg 8
Dresden,,Gemeinnützige ASB-Gesellschaft für Rettungs- und Sozialdienste mbH (Neuer Firmenname: ASB Dresden & Kamenz gGmbH. Neuer Sitz: Dresden),01109,Leutewitzer Ring 84
Röderaue,,"gemeinnützige ""Leuchtpunkt"" Gesellschaft mbH",01609,Radener Str. 2
Dresden,,GemeinGut e.V.,01097,Nieritzstr. 3
Dresden,,Gemeindland Dresden Hellerau,01097,Hospitalstr. 19
Dresden,,GELSENWASSER Entwicklungsgesellschaft Dresden mbH,01139,Scharfenberger Str. 152
Ottendorf-Okrilla,,GELOS Getränke Logistik & Gastronomie Service GmbH & Co. KG,01458,Bergener Ring 10
Ottendorf-Okrilla,,GELOS Getränke Logistik & Gastronomie Service GmbH & Co.,01458,Bergener Ring 10
Dresden,,GELSENWASSER Dresden Gesellschaft mit beschränkter Haftung,01139,Scharfenberger Str. 152
Zossen,,GeMe GmbH,15806,Zehrensdorfer Str. 4
Dresden,,GELO GmbH,01109,Königsbrücker Landstr. 5
Dresden,,Gelius-Industrieservice GmbH & Co. KG,01277,Altenberger Platz 5
Dresden,,Gelius Personalagentur GmbH & Co. KG,01277,Altenberger Platz 5
Dresden,,gekartel AG,01067,Berliner Str. 11
Dresden,,GeKarTel AG,01219,Julius-Otto-Str. 7
Dresden,,geKA Immobilienvermittlungs GmbH (Neuer Firmenname: geKA GmbH),01309,Tzschimmerstr. 17
Bautzen,,GEK Gesellschaft für Erinnerungskultur UG (haftungsbeschränkt),02625,Töpferstr. 5
Coswig,,"""Viola"" Andreas Deutgen GmbH (Neuer Firmenname: Viola Folienverarbeitung GmbH)",01640,Grenzstr. 09
,,"""Vier Blätter zum Glück""-Leben mit intensiver Betreuung e.V.",,
Doberschau-Gaußig OT Doberschau,,"""Vermietung und Kälteservice",02692,Lilienweg 6
Hoyerswerda,,"""VergissMeinNicht"" Pflegedienst Lausitz GmbH",02977,D.-Bonhoeffer-Str. 12
Dresden,,"""USaDD - Umweltsanierung Dresden GmbH""",01069,Grunaer Straße 2
Zittau,,"""Umweltschutz und Strömungstechnik GmbH Ostsachsen"" (Neuer Firmenname: USO Ingenieure - Umweltschutz und Strömungstechnik GmbH Ostsachsen. Geschäftsanschrift: Goethestr. 31, 02763 Zittau)",02763,Goethestr. 31
Dresden,,"""Uranus"" Vermögensverwaltungsgesellschaft mbH",01099,Bautzner Straße 34/36
Löbau,,"""Turmmeister"" Backwarenvertrieb GmbH",02708,Nicolaiplatz 6
Wilsdruff OT Kesselsdorf,,"""transfair"" Transport GmbH",01723,Kaufbacher Ring 2
Dresden,,"""Tomy Cristal"" GmbH Uhren & Schmuck",01067,Altmarkt 10a
Dresden,,"""T&M"" Transfair & mehr UG (haftungsbeschränkt)",01067,Schäferstr. 79
Aschaffenburg,,"""Sternitzky GmbH""",63743,Aumühlstr. 42
Dresden,,Gemeinsam für Dresden e.V.,01067,Ritzenbergsdtr. 5
Radebeul,,Gemeinsam erleben e.V.,01445,Kiefernbruch 33
Freital,,Gemeinnütziger Schulverein BEST-Sabel e.V.,01705,Kirchstr. 1
Dresden,,Gemeinnützige Wohnungsgenossenschaft Siedlung am alten Weingut Wilder Mann e.G.,01129,Bolivarstr. 33
,,Generationengemeinschaft Dresden Nord e.V.,,
Wilsdruff,,Generation Aktiv Prävention- und Gesundheitsstudios GmbH,01723,Am Markt 2
Dresden,,General Immobilien UG (haftungsbeschränkt),01237,Georg-Mehrtens-Str. 3
Dresden,,Geneering GmbH,01307,Tatzberg 47-51
Dresden,,Gene Bridges Gesellschaft mit beschränkter Haftung,01307,Tatzberg 47 - 51
Kamenz,,GEND - Werbeagentur Kamenz GmbH,01917,Kirchstr. 18
Dresden,,Gemüsemann GmbH,01139,Spitzhausstraße 74
Dresden,,GenArc (Genome Architecture) GmbH,01067,Freiberger Str. 37
Hainewalde,,GEMTEC Zittau Gefahrenmeldetechnik GmbH,02779,Bahnhofstr. 8
